cgpa,internships,projects_count,github_activity_score,leetcode_rating,codechef_rating,coding_score,aptitude_score,communication_score,attendance_percentage,certifications_count,project_impact_score,certification_impact_score,placement_score
6.8,0,3,22,1536,1384,18.4,69,58,87,5,69,30,71.24
6.4,1,4,75,1736,1979,27.9,49,78,90,1,46,62,80.83
8.1,0,2,44,1400,1722,19.8,52,65,62,1,15,80,72.53
5.9,4,3,54,1860,2126,32.5,64,46,72,2,52,69,84.48
9.7,3,3,42,1347,1164,11.0,26,64,80,3,75,66,85.64
8.9,1,3,45,1294,1312,10.8,66,68,66,1,72,49,79.22
6.9,0,1,17,1359,0,8.4,49,47,72,1,41,60,52.57
5.4,4,2,10,1208,916,5.6,78,65,65,2,58,55,66.59
9.1,1,1,31,1726,0,19.3,24,95,78,1,35,65,67.11
7.4,0,0,22,1028,1240,9.5,68,43,68,3,44,54,57.01
9.0,1,2,16,0,900,2.2,64,76,100,1,80,63,75.72
5.6,4,1,4,1369,1574,14.0,62,43,95,3,43,29,59.3
6.8,0,7,99,1597,0,16.2,83,48,66,2,100,22,80.49
7.5,0,1,27,1503,1294,15.1,60,55,60,2,26,78,63.46
7.6,4,2,44,1487,0,13.5,64,52,63,0,51,38,74.5
7.0,0,2,55,1457,1468,17.8,38,70,73,3,97,83,73.52
8.2,0,5,54,1549,1418,17.9,62,64,79,1,28,64,76.34
6.2,1,2,32,1199,1231,9.9,55,55,64,2,62,46,62.91
7.3,3,2,18,1356,1386,12.9,55,67,75,0,75,52,73.81
7.6,1,0,0,1422,1306,12.3,31,68,75,1,56,52,59.27
8.1,5,1,15,0,900,5.2,91,63,65,4,76,81,88.16
8.4,2,0,31,1636,2115,26.6,42,80,91,1,71,39,73.78
6.2,0,4,74,1782,1471,21.9,54,59,81,2,58,72,72.44
5.7,5,1,20,1460,1155,12.4,33,90,82,2,71,45,76.11
9.0,1,4,25,1720,0,18.7,33,51,100,1,65,32,73.18
7.9,1,3,51,1526,1723,21.5,34,39,67,2,72,36,71.86
6.6,1,2,39,0,0,2.9,87,62,87,0,50,36,70.05
9.4,1,2,19,1478,1950,23.3,31,82,94,4,100,49,82.15
7.6,0,3,58,1735,1928,27.7,49,56,93,1,59,47,74.36
8.9,0,3,31,1065,900,6.3,52,53,84,1,49,51,68.76
7.6,1,2,46,1632,1720,22.0,46,62,60,1,80,44,70.93
10.0,3,3,49,1294,1207,10.2,44,65,81,1,64,48,86.68
9.6,1,3,24,1811,1936,28.6,52,65,72,1,84,79,84.0
7.2,5,5,64,1302,0,8.4,37,48,80,0,69,43,82.82
8.7,1,0,12,1406,1543,16.3,76,57,88,4,31,57,67.66
8.3,1,1,26,1030,1213,6.0,88,79,81,3,79,52,75.93
9.1,0,3,61,1610,1684,21.5,82,87,66,2,48,71,82.91
6.3,0,3,63,1374,1483,16.9,25,55,64,1,49,17,59.57
8.3,1,1,18,1338,1525,15.6,24,46,70,1,55,48,62.87
8.8,2,0,18,1508,1323,16.3,31,49,77,5,43,64,70.81
5.4,3,1,46,0,900,3.1,69,35,91,3,41,36,62.35
6.1,4,3,30,999,983,5.7,50,72,80,4,40,54,76.02
5.1,0,1,12,1292,1576,14.3,100,57,76,4,74,52,61.39
7.2,3,4,33,1444,1646,18.8,60,57,75,3,96,60,83.22
8.4,1,1,12,1939,1801,29.0,79,78,76,3,46,50,78.88
9.3,0,1,25,1555,1735,20.4,79,73,86,2,81,27,78.02
7.6,3,2,2,1618,1968,25.3,42,23,67,6,69,84,74.38
9.5,2,3,52,1518,1624,19.8,44,56,89,2,79,59,84.38
5.8,0,3,38,2500,2200,44.1,87,56,85,3,78,63,78.4
5.5,1,1,21,0,900,2.9,29,84,75,3,48,85,56.22
7.4,1,3,28,1769,1277,19.1,57,88,100,4,53,54,75.53
8.0,2,2,32,890,1169,6.1,72,28,88,2,59,81,72.56
7.5,1,3,71,1566,0,19.6,68,41,76,2,64,60,73.44
5.0,5,3,40,1827,1573,22.7,52,56,85,3,83,43,82.04
7.4,0,3,12,1064,1090,3.5,52,71,74,1,72,54,64.43
5.9,1,3,64,1531,1609,19.5,37,46,70,0,68,68,66.52
8.3,1,5,78,1338,1705,17.7,43,72,73,2,84,32,82.57
7.9,1,5,71,0,0,1.4,89,52,77,4,56,66,84.38
6.4,1,4,66,1243,1175,6.2,63,49,61,1,80,75,73.46
6.9,2,1,23,1900,1833,26.9,48,42,63,5,63,87,70.66
6.2,3,4,82,1301,921,8.1,71,36,81,1,100,43,78.03
7.4,4,2,45,1303,1663,17.1,51,53,74,1,41,40,72.47
8.6,3,1,15,1229,0,4.5,40,83,97,2,67,40,77.8
6.3,3,2,56,1173,1242,9.1,49,66,84,1,50,61,68.15
8.1,1,2,61,1336,1694,17.2,34,68,82,1,65,43,71.99
6.9,3,7,100,1321,1589,15.8,88,55,82,2,100,72,95.6
6.5,1,4,64,0,900,1.3,71,65,76,5,100,42,76.83
7.4,1,2,21,1143,1134,8.1,71,54,85,3,50,64,68.73
6.3,1,3,56,1491,1500,17.3,50,45,77,5,62,67,70.67
6.8,1,3,51,800,900,5.6,58,68,81,1,29,52,67.44
6.1,1,5,69,1530,1798,21.7,51,48,75,2,100,67,74.63
9.9,4,4,68,1792,1742,26.8,34,52,89,1,58,48,93.53
7.5,1,1,23,1340,1606,16.1,76,68,70,0,26,73,64.98
6.7,0,2,42,1606,1789,23.5,74,37,57,2,66,41,63.22
7.8,1,2,49,1424,1449,15.6,67,69,73,1,42,71,74.18
7.4,0,3,26,2205,2200,38.6,60,68,93,4,49,42,80.38
7.2,0,3,30,1791,1596,21.7,44,40,86,0,52,50,62.96
8.2,0,6,68,1240,900,6.3,65,44,89,3,100,43,76.55
8.4,1,0,39,1887,0,22.9,42,85,79,2,85,43,76.2
6.9,1,2,43,2223,2200,37.6,44,70,79,1,71,46,73.0
6.8,2,2,44,1435,1649,17.0,42,67,71,3,59,56,70.51
7.2,2,2,50,1646,1669,22.4,48,64,72,1,40,78,72.19
4.7,1,5,54,1803,1577,25.0,46,65,78,3,67,62,70.82
5.7,1,0,0,1164,1490,10.4,73,68,78,1,61,69,58.83
9.1,1,2,33,949,900,7.0,41,53,77,0,74,32,70.19
9.5,2,1,35,1547,1643,20.8,59,64,81,3,70,65,80.02
7.2,0,4,55,1253,1379,13.4,70,54,73,0,79,66,69.72
8.2,0,1,1,1434,0,13.6,81,73,82,2,67,47,70.07
7.9,2,2,20,1807,0,24.3,66,65,91,1,70,60,78.63
10.0,1,1,4,1669,1501,21.1,25,89,98,3,69,56,79.22
8.8,0,4,48,0,900,2.5,55,70,70,4,47,62,73.15
7.3,0,1,4,1667,2060,27.8,72,61,90,4,37,55,64.78
6.4,4,2,36,1461,1630,16.9,42,71,85,1,81,40,71.94
5.6,3,4,49,1306,1427,13.4,83,69,90,4,73,89,84.64
7.7,2,3,55,1287,900,7.0,83,82,98,0,86,47,81.23
6.6,1,6,67,2023,2200,37.2,69,62,93,0,96,96,89.92
5.8,1,4,61,2176,2200,37.8,77,89,65,1,60,58,83.81
6.7,4,0,9,1823,1965,29.0,81,74,78,0,77,55,82.58
6.2,4,1,27,1415,1482,14.5,61,91,70,1,86,64,75.82
9.5,0,1,30,1166,0,5.2,75,69,80,4,56,57,77.15
8.6,3,2,43,2316,2200,40.6,39,100,98,2,88,81,98.0
7.5,0,0,22,1635,1621,20.9,73,73,85,2,47,59,66.88
9.3,0,5,78,1629,1723,19.5,67,51,79,7,85,81,93.39
7.6,2,5,74,1320,1243,11.2,100,47,70,0,92,49,85.3
6.5,1,6,71,1706,1709,23.9,53,54,74,1,69,57,75.1
9.3,4,0,22,1437,0,11.5,82,62,89,1,52,36,81.5
8.1,0,2,23,0,900,3.3,77,69,69,2,52,95,71.07
6.3,1,3,41,1183,1058,6.0,58,86,93,2,63,59,71.96
7.3,3,2,21,1398,1368,14.8,27,66,86,1,90,48,72.65
6.4,3,5,56,1620,1702,21.3,52,42,66,2,71,48,80.22
5.8,0,3,41,1959,0,24.6,57,63,92,3,68,62,68.88
8.6,1,5,66,1027,1066,5.5,77,58,64,3,87,49,82.75
9.8,2,2,21,1128,900,5.3,65,63,61,2,49,42,76.9
5.8,0,1,22,1372,1509,15.4,60,53,84,2,38,67,54.82
8.2,4,4,60,1219,0,5.8,74,58,87,5,61,48,97.38
6.7,3,1,13,1500,1155,13.2,73,38,75,0,50,14,60.67
6.9,0,3,80,1352,1424,13.8,77,61,70,0,58,60,76.4
6.8,0,0,14,1537,1621,20.6,44,87,76,6,72,78,69.14
6.5,0,2,35,1550,1658,20.6,77,71,81,5,30,65,69.91
7.6,3,1,11,1093,0,4.8,83,43,79,3,89,59,78.74
6.5,0,6,84,1437,1542,15.9,100,18,70,2,100,56,78.02
7.8,1,2,37,1260,1627,15.4,68,68,65,3,25,67,70.61
7.4,1,3,45,1841,2049,31.8,79,70,74,3,71,61,81.17
7.2,1,3,67,1296,1530,14.0,68,70,68,1,44,67,78.31
6.4,0,0,0,1351,1494,14.6,71,60,82,6,57,79,62.85
6.8,0,0,4,1227,1443,11.1,79,43,89,3,36,55,61.26
8.4,4,1,32,1491,0,14.7,30,91,72,4,48,67,82.23
8.1,3,0,0,1454,1616,17.1,65,61,87,4,49,70,79.18
6.3,2,2,10,1944,2200,33.6,65,50,93,1,68,23,68.24
7.6,0,2,26,1490,1437,17.5,49,70,70,3,61,58,69.9
8.4,1,5,85,0,900,4.2,32,56,81,1,75,44,75.77
5.5,2,1,8,1903,1818,28.4,51,37,78,2,80,68,61.21
8.2,1,3,40,1961,2079,32.8,65,56,66,1,79,35,80.01
6.7,3,1,28,1393,0,11.9,56,63,78,2,62,60,72.61
8.2,2,5,61,1447,0,12.6,65,85,73,4,69,60,90.99
6.6,0,0,3,0,900,4.4,43,30,72,4,85,30,49.17
5.3,3,2,24,1327,0,10.7,62,62,75,1,77,73,70.54
5.5,4,1,13,1131,0,6.9,66,69,72,2,45,64,68.05
7.6,0,2,16,2207,2200,39.1,37,68,91,1,72,40,67.6
7.8,1,2,30,0,900,3.1,35,73,57,1,74,59,67.01
6.4,1,1,37,1329,1352,12.7,74,81,68,1,70,59,69.23
8.3,1,1,45,1229,1437,13.0,62,79,77,5,60,47,78.85
5.5,0,4,76,1181,1299,11.7,41,49,69,1,100,41,62.29
7.4,1,4,60,1312,923,6.7,52,77,84,4,78,45,77.64
6.0,4,2,58,1408,1326,11.9,68,60,80,2,26,25,74.4
6.7,1,0,44,0,900,3.8,43,72,76,2,15,79,57.07
7.6,0,1,24,1872,2200,34.6,87,42,78,2,32,95,71.6
6.5,2,6,67,0,900,1.7,70,56,77,2,87,49,76.28
7.0,1,1,41,2043,2167,35.7,74,70,67,2,76,44,77.69
8.7,3,5,51,875,0,4.3,63,63,84,3,100,47,91.2
6.8,1,1,8,1976,1829,29.5,70,68,66,2,56,69,64.43
8.5,0,5,38,2003,1889,31.3,98,86,78,2,72,76,90.43
6.1,0,3,56,1314,1266,11.0,52,53,80,3,78,74,65.15
8.1,2,1,0,1226,1544,13.5,53,77,73,2,57,72,74.05
9.2,1,1,36,1656,1461,19.9,97,50,72,2,68,72,77.47
4.5,2,3,73,1308,1263,10.4,83,65,72,3,54,52,67.46
6.5,0,5,95,0,900,2.3,56,32,61,3,79,34,72.02
8.2,1,2,15,1949,0,23.5,45,67,96,2,58,69,73.88
7.3,1,1,0,1647,1742,24.0,52,64,85,3,86,60,71.51
7.9,4,0,0,1273,1615,14.7,96,90,79,1,67,62,84.49
6.8,4,2,47,1587,920,12.7,61,52,70,2,98,54,83.18
7.6,0,6,100,1521,1752,18.8,78,30,76,6,88,75,84.07
7.3,1,1,31,923,900,6.1,64,69,73,0,49,60,61.88
8.9,0,4,65,1203,0,9.9,65,50,94,1,60,54,78.72
7.8,1,4,93,1302,1254,11.9,70,63,59,1,61,88,82.17
7.9,1,1,14,1613,0,17.0,57,52,63,1,76,54,67.66
7.0,3,1,10,1669,1664,24.3,55,57,61,0,64,34,69.01
6.9,4,1,4,0,900,2.9,88,25,85,4,55,63,74.75
7.0,1,2,40,1861,1834,28.4,56,32,70,1,82,47,69.63
8.0,1,4,55,1288,1264,8.5,69,69,83,1,87,33,79.3
7.0,3,4,70,1055,900,5.5,79,58,77,2,80,86,88.16
7.8,3,2,27,1245,1331,12.2,70,44,87,1,54,61,72.63
10.0,0,3,55,1288,1291,10.5,73,60,87,3,43,48,75.53
8.5,1,2,28,1259,1307,9.8,30,72,79,4,81,71,73.69
7.1,1,2,31,1493,1368,14.5,64,56,87,1,70,72,75.69
8.9,0,4,56,1709,1715,25.3,83,73,66,2,91,29,87.68
7.0,0,1,0,1376,900,8.6,100,46,55,1,31,85,56.81
5.1,0,1,19,1650,1515,20.3,81,63,82,5,65,46,63.37
6.3,2,1,30,1791,1678,24.5,64,54,77,1,34,74,73.15
5.3,1,3,31,1496,1483,19.0,70,61,70,1,69,24,64.06
7.1,0,2,62,1158,1150,7.2,73,65,75,1,60,69,69.85
7.5,0,6,82,1416,1654,18.9,23,55,60,1,94,43,71.72
9.5,3,2,24,1806,0,22.5,39,62,70,3,77,99,85.01
7.9,3,2,24,1689,1869,26.6,62,60,91,2,56,45,76.01
7.2,1,3,66,1179,1679,14.6,58,72,86,2,65,42,74.93
8.5,1,3,33,1853,1731,27.6,53,92,86,1,58,41,85.54
4.8,4,1,26,0,900,3.2,66,41,74,2,24,67,57.71
7.8,0,2,47,1400,1758,19.8,69,78,84,2,63,75,78.12
8.4,0,2,42,1178,1529,13.6,32,60,92,1,22,38,68.1
5.7,1,5,61,1490,1417,17.5,35,54,87,3,58,70,70.95
8.9,0,3,58,1042,0,4.4,52,70,85,8,71,73,84.83
7.9,1,3,48,0,900,2.7,70,55,53,2,69,42,70.12
7.0,3,2,8,1695,1996,27.3,56,54,84,1,78,57,71.9
8.3,2,4,76,1843,2015,29.9,50,94,75,1,69,95,93.41
10.0,1,0,0,1199,1491,13.2,85,70,68,3,75,65,77.27
7.7,4,1,19,0,900,2.8,72,70,84,1,68,36,75.05
7.8,0,3,50,1449,1334,13.9,56,92,78,2,72,70,78.43
6.9,0,2,26,1761,1215,17.8,92,88,82,1,35,66,75.33
6.5,1,2,45,1100,994,5.1,61,56,71,0,93,44,65.56
8.5,2,4,41,1133,1055,7.0,77,52,64,1,49,62,80.51
6.5,0,0,1,1428,977,11.0,42,41,97,0,59,15,52.57
7.6,1,6,100,1416,1427,15.6,34,43,66,2,100,35,74.53
6.9,2,1,22,1514,1782,21.9,45,53,72,2,22,54,64.71
8.1,2,3,30,0,900,2.7,69,46,86,0,59,43,67.08
7.9,2,2,35,1468,1936,22.1,57,62,91,1,17,53,71.51
8.7,1,1,28,0,900,1.9,56,54,80,1,72,59,71.63
6.9,0,1,0,1101,1312,10.0,64,54,87,2,57,53,62.14
7.2,1,1,46,1015,1002,4.5,62,59,83,3,48,68,66.62
6.3,0,2,60,1104,900,5.3,82,53,68,8,47,72,68.93
7.0,4,0,11,1650,0,16.2,50,43,66,3,48,66,68.82
8.0,1,0,6,1785,1974,26.7,34,69,88,0,65,43,69.38
8.4,1,4,58,1473,0,12.4,89,84,84,0,55,65,86.89
6.4,2,3,59,1713,1776,26.2,51,78,100,1,62,61,81.81
8.5,1,2,40,1317,1315,12.2,81,78,69,1,65,26,78.34
9.1,1,0,13,1389,1226,13.1,67,62,78,2,48,63,67.09
8.0,3,2,54,1777,0,18.8,86,53,79,1,66,59,86.36
9.8,3,0,26,1639,1462,19.9,48,80,64,2,34,41,77.55
6.6,2,6,67,1552,1742,20.2,75,64,72,0,63,74,83.14
6.0,0,4,71,1455,2034,23.2,54,68,83,2,68,50,68.54
5.4,1,1,39,1152,0,4.1,47,85,82,1,31,35,55.58
9.3,2,3,50,1525,1478,16.4,90,67,71,0,59,28,85.16
8.3,0,5,78,1592,1679,23.8,46,52,76,1,67,65,75.61
7.4,0,5,65,2162,2200,38.9,45,53,97,1,86,57,75.59
7.8,3,3,27,0,900,1.9,39,65,77,1,86,30,75.31
6.1,0,3,74,1476,1615,16.7,51,48,71,0,87,60,65.95
10.0,2,1,1,1389,1568,17.1,62,81,98,2,63,70,82.39
7.7,1,2,59,1584,1649,20.1,57,73,81,1,38,51,74.23
7.6,1,2,33,1934,1981,30.1,66,82,69,1,42,65,73.89
8.4,0,5,88,1605,1867,26.6,31,85,88,3,81,36,89.47
8.1,3,1,22,1446,1879,20.0,59,23,67,2,71,48,73.73
7.8,1,2,48,1264,1241,10.7,34,50,69,4,40,69,70.28
6.6,1,1,28,1250,1560,14.5,52,61,72,2,84,100,70.6
8.1,2,1,11,1734,0,23.1,55,45,69,2,80,69,75.12
9.8,2,3,48,1413,1534,18.2,59,67,70,3,93,58,92.06
9.1,4,1,19,2102,1556,29.4,66,54,66,0,62,34,81.63
9.4,1,4,67,1525,1331,16.1,37,61,79,1,49,48,78.02
6.9,1,2,36,1646,1387,19.4,51,86,65,2,73,80,71.33
6.3,4,3,50,1333,0,10.3,100,78,64,2,65,75,85.61
7.3,2,2,18,1253,0,4.9,58,61,82,2,62,80,72.79
7.6,1,3,26,1729,1716,23.0,56,48,75,2,90,53,70.61
8.8,0,0,11,1858,1802,29.1,25,71,78,2,45,53,66.49
5.5,3,2,36,1201,900,7.6,63,21,75,1,68,34,61.99
9.3,1,3,30,1279,1350,13.6,31,78,100,2,59,70,77.85
7.3,2,3,54,1302,1321,11.0,15,70,78,3,56,82,72.28
7.0,1,3,55,1702,1498,21.2,67,41,76,3,55,57,67.61
6.3,0,2,36,1608,1952,25.0,67,80,81,0,48,37,64.11
5.5,2,2,34,1470,0,15.8,30,46,81,0,42,30,55.42
8.5,0,4,38,1266,0,7.3,34,50,87,0,100,70,70.24
7.6,1,3,26,1982,1810,30.1,45,65,79,3,67,46,75.47
6.0,1,2,39,1793,1910,28.4,94,36,82,0,70,34,70.1
5.9,1,5,57,901,900,4.3,65,43,85,3,63,34,65.09
7.1,2,3,34,0,900,2.5,70,66,88,2,49,67,70.06
9.5,3,2,38,1757,1502,22.6,82,61,73,3,49,100,93.45
7.2,2,3,76,1413,1161,12.3,87,84,63,0,52,64,81.59
5.7,0,2,28,1319,1188,9.3,62,32,61,1,65,29,55.89
7.2,0,1,52,0,900,2.5,68,62,83,2,55,47,64.92
7.2,1,1,20,1729,1778,24.3,60,77,80,1,90,19,73.01
4.3,4,3,54,0,900,2.4,24,65,64,1,52,76,63.09
7.4,3,2,48,1605,0,18.5,65,50,78,2,71,48,78.25
7.2,3,3,61,1526,1215,14.5,50,90,73,1,29,59,81.65
8.3,1,4,63,1230,1477,14.1,10,34,70,2,62,58,65.36
9.7,1,3,42,1804,0,22.2,45,68,59,1,100,71,82.04
8.9,1,1,34,1129,1236,7.0,51,81,74,2,36,57,76.59
7.2,0,2,40,1732,1090,16.0,76,80,81,1,77,70,73.25
6.2,0,2,27,1526,1668,20.1,57,43,95,2,70,60,62.1
10.0,4,1,43,0,900,2.2,46,71,64,3,51,47,83.52
7.6,0,4,64,1489,1326,16.6,36,75,73,3,44,66,74.99
7.5,0,2,22,0,0,0.1,55,59,94,2,57,61,64.7
7.5,0,2,21,0,0,1.5,62,42,87,3,49,55,60.36
7.7,4,2,63,1334,0,9.3,69,35,86,2,44,49,80.22
7.3,1,1,14,1549,1402,19.3,74,50,78,2,21,90,64.75
6.8,2,2,45,1087,1105,8.0,34,51,86,3,60,92,70.09
6.8,3,3,51,1870,1915,29.9,64,47,69,2,54,44,76.75
7.5,1,2,44,1379,1708,19.6,56,91,68,1,43,31,75.81
6.8,2,1,50,1293,0,8.1,55,68,62,2,33,62,72.78
6.6,0,0,24,1440,0,13.2,63,54,77,2,41,64,53.83
7.6,0,3,58,1387,1455,14.7,90,58,84,2,78,69,83.75
7.2,3,3,43,1873,2112,31.8,54,58,81,2,71,52,81.03
9.3,2,3,36,979,1168,8.4,61,76,95,1,69,91,88.05
4.3,1,2,70,1477,1313,14.7,41,35,70,1,49,83,59.3
8.8,1,5,69,1974,2041,30.0,40,50,88,1,100,82,83.08
9.0,1,4,56,1520,1347,16.3,39,66,79,2,59,37,77.69
5.0,0,4,62,1556,1550,19.8,31,10,88,2,77,21,51.13
7.1,0,1,24,1491,1928,24.6,47,47,77,0,77,34,56.75
7.1,0,4,81,1305,1199,8.9,91,75,77,2,66,66,84.96
5.8,1,1,30,0,900,1.9,45,69,80,1,22,67,57.91
6.6,3,3,26,1662,1615,21.8,53,33,78,1,75,47,66.35
6.2,1,3,36,1442,1610,17.9,34,56,92,3,71,66,63.33
9.6,0,3,46,0,900,2.6,55,47,56,1,39,77,72.85
8.6,1,1,37,1542,1632,17.6,40,53,71,1,64,77,72.89
9.0,3,4,35,1664,1464,20.4,53,56,71,4,69,40,86.72
8.4,0,6,89,1632,1569,21.4,53,75,87,3,85,56,89.25
6.1,0,4,68,1529,1880,24.4,57,72,73,0,45,30,66.67
6.9,1,0,23,0,900,2.7,79,51,77,2,68,10,60.35
8.1,2,2,32,1769,1833,28.0,92,39,74,1,52,59,79.86
6.0,1,1,37,1803,1748,26.2,91,28,84,2,40,26,63.58
8.4,3,1,9,1735,1852,25.9,61,82,76,4,72,43,82.76
7.2,4,3,60,1816,1849,26.0,63,56,86,2,82,26,91.71
7.1,2,2,33,1906,1530,22.7,61,57,87,0,65,69,72.73
8.4,2,4,58,1138,1285,8.2,73,46,97,1,82,64,80.34
8.0,1,2,34,2327,2083,39.3,47,78,86,0,52,95,79.26
7.1,0,1,31,1546,1250,14.4,41,70,82,3,49,81,64.36
8.9,5,3,29,1427,1439,16.9,23,59,96,2,89,47,84.93
6.2,1,2,47,1550,1447,17.7,76,43,89,2,19,72,65.37
8.2,0,5,83,1057,900,3.9,64,66,78,1,36,54,73.89
8.2,2,1,17,1570,1472,17.9,45,34,75,3,53,63,68.29
7.1,1,4,58,1262,1078,7.9,88,68,90,1,60,42,80.91
7.9,1,4,45,1521,1907,22.4,48,58,74,7,91,84,84.48
6.0,1,0,0,1543,1621,19.6,87,60,82,1,46,47,60.08
8.6,1,2,36,0,900,2.5,44,64,62,1,66,46,67.08
7.3,3,4,61,1322,1511,14.9,63,74,76,1,86,52,85.41
6.9,1,0,4,958,910,4.9,67,74,92,2,71,69,66.62
8.8,1,1,3,0,900,3.8,50,82,67,2,38,37,66.54
6.7,1,1,28,1582,1815,25.3,36,61,85,1,65,61,65.28
5.8,2,3,40,1499,1325,14.8,60,55,56,1,35,31,60.87
5.6,2,1,10,1557,1301,17.5,46,45,90,2,74,49,63.89
8.2,1,1,41,1373,1536,17.4,31,54,70,2,52,48,65.79
6.0,2,3,31,0,900,2.5,27,63,74,2,76,71,69.1
9.6,0,3,54,1302,1340,12.0,63,68,92,0,60,58,80.5
5.0,4,7,71,1435,1347,13.7,18,73,74,2,76,73,75.06
9.5,1,2,12,1541,1689,21.3,54,64,87,4,69,79,76.34
7.8,2,2,41,1702,1359,19.4,73,39,85,2,68,94,80.04
7.4,0,2,28,1256,900,6.1,32,64,90,0,51,24,55.2
6.8,0,3,28,1737,1637,23.1,35,74,87,2,41,47,63.41
8.0,1,8,100,1696,0,19.4,65,71,76,1,77,30,90.48
7.5,3,3,51,1656,1967,27.0,12,69,89,4,71,72,73.07
8.8,1,2,2,2049,0,29.6,58,82,80,2,85,63,80.43
7.6,4,2,48,0,900,2.0,51,65,80,2,57,45,78.21
7.7,1,1,6,972,900,5.0,85,36,95,2,42,64,70.02
7.1,1,2,8,2085,2200,36.2,88,74,81,2,39,78,75.83
7.4,0,2,21,1303,1529,14.8,65,66,76,1,65,27,64.69
7.9,3,1,21,1572,1709,22.1,47,61,94,2,52,57,74.19
5.4,0,3,47,0,900,2.0,61,36,78,4,55,67,65.7
5.9,3,1,0,1513,1555,18.2,75,44,67,4,85,45,69.2
8.4,3,0,0,1098,1045,7.0,72,35,62,1,61,38,65.47
7.7,4,2,22,1658,0,18.7,17,53,76,3,70,56,73.89
7.3,1,6,71,1759,1918,27.2,33,51,73,4,68,68,79.83
7.5,2,2,45,1626,0,16.6,73,59,88,1,60,71,77.02
7.9,2,1,15,0,900,1.8,36,88,72,1,60,61,66.27
6.9,0,1,33,0,900,2.1,65,75,65,1,48,66,64.27
6.6,2,3,62,1056,1202,8.3,74,59,78,3,80,77,78.43
7.7,0,1,30,1127,1208,7.2,70,50,62,3,47,87,64.79
6.3,1,2,0,1290,1642,15.5,68,39,78,1,81,56,61.69
8.0,0,1,17,1881,1679,25.8,51,80,78,2,70,26,68.91
5.5,0,3,43,1528,1261,13.9,35,35,74,2,75,83,61.59
8.7,1,2,33,899,1024,5.5,92,46,65,3,63,97,77.55
8.1,1,4,26,2119,1929,32.5,24,100,71,1,67,53,78.13
7.8,2,3,34,1950,2200,34.6,62,59,76,2,84,90,82.9
8.7,0,2,13,1173,999,5.3,49,98,65,1,55,66,70.05
9.5,1,4,44,1377,0,11.6,83,62,81,0,28,63,81.59
8.7,0,2,30,1414,1313,12.7,60,85,83,4,56,66,75.94
5.3,1,3,34,1656,0,19.9,44,59,78,0,58,26,58.48
6.0,2,4,45,1559,1466,17.8,51,46,70,2,57,60,63.5
6.8,1,4,55,1295,1229,9.7,75,45,75,2,87,86,73.71
7.5,2,2,26,1893,1802,28.8,79,26,92,4,35,76,72.98
8.1,1,4,60,2023,1634,28.8,71,47,83,5,65,66,87.44
6.6,2,1,15,1485,0,13.1,61,70,76,0,57,26,62.77
7.7,1,3,22,1327,0,9.2,42,61,84,2,55,74,72.3
6.6,1,7,78,0,900,4.1,46,50,56,5,99,68,79.54
6.8,2,1,17,1978,1674,28.7,68,58,100,5,87,71,79.17
5.8,0,1,15,841,900,5.4,78,72,65,0,60,46,58.4
6.4,2,2,12,1231,1207,9.4,33,36,80,2,68,70,57.12
5.9,2,0,20,1793,2181,30.3,29,62,68,1,67,73,63.44
6.3,1,4,62,1917,2200,36.4,56,34,67,0,74,57,68.75
8.8,0,3,36,0,900,2.9,64,21,88,2,99,82,74.05
6.4,0,3,43,1404,1218,13.5,62,48,76,1,59,72,62.89
10.0,4,1,5,2184,2200,37.4,69,61,79,2,66,64,92.5
8.1,2,1,34,800,900,3.7,50,58,81,8,52,70,73.48
7.7,0,1,53,1828,1681,25.3,82,60,83,1,82,48,76.06
6.5,1,8,96,1525,1580,20.9,87,67,83,3,71,29,88.73
8.3,1,0,28,1354,1296,13.3,69,52,86,3,39,44,70.93
6.8,3,3,33,1763,1288,18.5,50,38,59,3,67,58,72.24
7.6,0,2,26,1382,0,11.5,10,79,70,3,89,66,65.93
10.0,0,6,100,1173,0,6.3,47,89,68,1,100,56,91.04
7.4,3,4,56,1534,1514,18.6,62,64,88,2,40,73,82.63
8.9,0,2,44,1483,1274,13.7,71,73,85,2,80,62,79.21
6.7,0,1,17,1265,1654,15.1,53,75,84,2,61,46,62.58
7.5,4,2,6,1328,0,7.6,57,77,68,1,53,43,70.9
9.6,2,2,69,1376,0,10.2,90,48,66,0,88,60,90.17
6.7,1,1,18,1012,900,4.9,40,55,61,2,72,39,58.59
9.7,0,1,24,992,1620,12.0,29,41,81,4,71,59,63.88
8.3,0,2,23,1779,1944,28.7,16,68,62,1,70,64,65.27
6.8,0,4,69,1072,900,6.6,77,69,85,2,63,42,68.02
8.3,3,1,32,1494,1798,22.0,35,42,71,1,62,46,68.82
8.7,1,1,0,939,0,4.4,53,76,72,2,64,57,70.71
8.2,2,4,60,1951,2182,35.6,74,79,75,2,51,61,91.31
5.6,3,5,83,1419,1416,15.4,87,80,65,0,87,59,84.45
6.6,1,1,40,1835,0,23.1,60,56,87,2,83,58,71.25
7.2,0,1,31,2134,2070,35.7,41,68,66,4,84,62,69.02
7.4,1,3,57,1113,0,4.0,66,82,75,2,51,52,71.46
8.2,3,1,13,1295,1184,10.1,40,45,88,0,53,71,69.42
